PERMNO,date,SHRCD,EXCHCD,SICCD,NCUSIP,TICKER,COMNAM,PRIMEXCH,TRDSTAT,SECSTAT,PERMCO,HEXCD,HSICCD,DLRET,PRC,VOL,RET,SHROUT,CFACPR,CFACSHR,OPENPRC,vwretd,ewretd,sprtrn
14593,2017/10/10,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,155.89999,15617014,0.000385,5126201,4,4,156.05499,0.002719,0.003161,0.002322
14593,2017/10/11,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,156.55000,16905648,0.004169,5126201,4,4,155.97000,0.001952,0.001334,0.001803
14593,2017/10/12,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,156.00000,16125154,-0.003513,5126201,4,4,156.35001,-0.001541,-0.002471,-0.001687
14593,2017/10/13,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,156.99001,16394188,0.006346,5126201,4,4,156.73000,0.000885,0.000088,0.000878
14593,2017/10/16,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,159.88000,24121469,0.018409,5126201,4,4,157.89999,0.001015,-0.001625,0.001751
14593,2017/10/17,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,160.47000,18997285,0.003690,5126201,4,4,159.78000,-0.000188,-0.002831,0.000672
14593,2017/10/18,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,159.75999,16374164,-0.004425,5126201,4,4,160.42000,0.000990,0.000940,0.000742
14593,2017/10/19,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,155.98000,42584366,-0.023660,5126201,4,4,156.75000,-0.000132,-0.001806,0.000328
14593,2017/10/20,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,156.25000,23974146,0.001731,5134312,4,4,156.61000,0.004211,0.003116,0.005117
14593,2017/10/23,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,156.17000,21984927,-0.000512,5134312,4,4,156.89000,-0.004277,-0.005788,-0.003972
14593,2017/10/24,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,157.10001,17757230,0.005955,5134312,4,4,156.28999,0.001659,0.000185,0.001618
14593,2017/10/25,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,156.41000,21207098,-0.004392,5134312,4,4,156.91000,-0.005412,-0.005323,-0.004663
14593,2017/10/26,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,157.41000,17000469,0.006393,5134312,4,4,157.23000,0.001503,-0.000357,0.001271
